user_input,reference
정기승차권 유효기간은 어떻게 되나요?,"정기승차권의 유효기간은 종류별로 정한 기간까지이며, 1일, 3일, 30일로 나뉩니다."
화명역에서 첫 기차 출발 시간은 언제인가요?,화명역에서 첫 기차 출발 시간은 05:18입니다.
부산 도시철도와 부산도시철도에서 전동휠체어 급속충전기 설치 현황과 복지 교통카드 이용 방법을 알려주세요,"부산 도시철도 및 부산도시철도의 전동휠체어 급속충전기 설치 현황은 다음과 같습니다: 1호선에는 총 30개소(주요 위치: 다대포해수욕장, 다대포항, 낫개, 신장림 등), 2호선에는 총 31개소(주요 위치: 장산, 중동, 해운대, 벡스코 등), 3호선에는 총 12개소(주요 위치: 망미, 배산, 물만골, 거제 등), 4호선에는 총 7개소(주요 위치: 수안, 낙민, 충렬사, 명장 등)가 설치되어 있습니다. 복지 교통카드 이용 방법은 다음과 같습니다: 노인 단순 무임 카드는 부산 또는 양산에 주소지가 있는 65세 이상 노인을 대상으로 하며, 발급처는 부산시민의 경우 부산은행, 양산시민의 경우 양산시 주민센터입니다. 이용 가능 교통수단은 부산도시철도와 동해선 무임이며, 김해경전철은 어른 운임을 납부해야 합니다. 노인 후불 무임 카드는 신한카드와 롯데카드에서 발급 가능합니다. 장애인 단순 무임 카드는 장애인 복지카드 소지자를 대상으로 하며, 발급처는 부산은 부산은행, 양산은 주민센터이고, 중증 장애인은 동반 1인까지 무임 혜택을 받을 수 있습니다. 이용 가능 교통수단은 동해선과 김해경전철 모두 무임입니다."
부산 도시철도 망미역의 전동휠체어 급속충전기와 자전거 보관소 현황은 어떻게 되나요?,"부산 도시철도 3호선 망미역에는 전동휠체어 급속충전기가 설치되어 있으며, 3호선의 주요 위치 중 하나로 총 12개소가 설치되어 있습니다. 또한, 망미역에는 4번 출구에 24대, 5번과 7번 출구 사이에 16대의 자전거 보관소가 있으며, 이는 수영구청에서 관리하고 있습니다."
정기권(regular pass)과 선후불 교통카드(pre/post-paid transportation card)를 동시에(5분 이내) 사용하여 게이트에 진입할 경우 시스템은 어떻게 운임 환불을 처리하나요?,"정기권(regular pass)과 선후불 교통카드(pre/post-paid transportation card)를 동시에(5분 이내) 사용하여 게이트에 진입할 경우, 시스템은 카드의 1구간 기본운임과 해당되는 경우 추가 2구간 운임을 환불합니다."
"2호선의 어떤 역들이 사상과 같은 주요 상업적 또는 인프라 개발이 있는지, 그리고 사상역과 관련된 구체적인 개발은 무엇인지 알려줄 수 있나요?","2호선에는 여러 역에서 주요 상업적 또는 인프라 개발이 이루어졌습니다. 특히 사상역은 2012년에 설립된 시외버스터미널과 2011년에 설립된 김해경전철과 관련이 있습니다. 다른 주요 개발이 있는 역으로는 금곡(북구장애인복지관), 화명(롯데마트), 수정(롯데캐슬 카이저), 구남(협진태양 쇼핑프라자), 부암(온 종합병원), 서면(아이온시티), 국제금융센터·부산은행(부산국제 금융센터), 문현(삼성힐타워), 경성대·부경대(센츄리시티와 CJ스파크 등 여러 복합시설), 금련산(좋은강안병원), 광안(SK VIEW와 수영광안상가), 센텀시티(롯데백화점과 신세계UEC 등), 벡스코(동해선 벡스코역), 해운대(라뮤에뜨), 장산(롯데마트와 NC백화점 등 여러 시설) 등이 있습니다."
"안녕하세요, 경로우대자의 버스 요금 할인은 어떻게 되나요?",경로우대자(만65세 이상)는 제공된 가이드라인에 따라 우대권 발급을 통해 무료 승차가 가능합니다.
"안녕하세요, 남포역에 락커가 몇 개 있고 카드로 결제할 수 있나요?","남포역에는 소형 락커 33개, 중형 락커 45개, 대형 락커 42개가 있습니다. 네, 남포역에서는 카드로 결제할 수 있으며, 현금과 카드 결제를 모두 지원하는 신형 락커가 설치되어 있습니다."
새로운 도시철도 규정은 언제부터 시행되었나요?,새로운 도시철도 규정은 2023년 4월 1일부터 시행되었습니다.
동해남부선에서 다자녀 운임할인 안되는 이유 뭐야?,동해남부선에서는 다자녀 운임할인이 적용되지 않습니다.
"안녕하세요, 1호선 위드락커의 물품보관함 요금은 얼마인가요?","1호선에서 위드락커가 운영하는 물품보관함 요금은 소형 2,000원, 중형 3,000원, 대형 4,000원, 특대형 6,000원입니다."
콜센터의 목적은 무엇인가요?,콜센터(1544-5005)는 주말 및 평일 오전 9시 이전 또는 오후 6시 이후의 열차 시각에 대한 문의를 위한 것입니다.
"연산역에서의 현재 행사 제한 사항은 무엇이며, 이는 해당 지하철 노선과 어떤 관련이 있나요?","연산역에서의 행사는 현재 제한 사항이 있으며, 실내 공연은 잠정 중단되었습니다. 연산역은 총 25개의 역이 포함된 3호선에 위치하고 있으며, 이 노선에는 망미, 배산, 미남과 같은 주요 역도 포함되어 있습니다. 이러한 제한 사항은 안전 우려와 사회적 이슈 캠페인과 관련된 행사에 대한 보다 광범위한 지침의 일환으로, 특정 신청 기한과 행사당 역 수에 대한 제한이 포함되어 있습니다."
"안녕하세요, 동매가 부산 지하철 노선의 역 중 하나인지 알려줄 수 있나요?","네, 동매는 부산 지하철 노선의 역 중 하나입니다. 지하철 시스템에 제공된 역 목록에 포함되어 있습니다."
부산 지하철 1호선 범일역의 연결 통로 설치 현황은 무엇인가요?,"부산 지하철 1호선 범일역의 연결 통로 설치가 완료되었으며, 1992년에 현대백화점과 연결되었습니다."
부산시 대중교통 요금 면제 또는 할인 정책에 대한 장애인 및 기타 자격이 있는 그룹에 대한 도시철도법 지침에 따른 내용,"부산시의 대중교통 요금 정책에 따르면, 장애인은 우대권 발급을 통해 요금 면제를 받을 수 있습니다. 이 면제의 대상에는 경로우대자(65세 이상)와 국가유공자(국가 공로자)도 포함됩니다."
울산에서 도시철도와 동해선의 연결은 무엇인가요?,연결은 울산 구간에서 도시철도와 동해선 간의 환승입니다.
3호선 연산역에서의 운영 문제를 대중교통 당국은 어떻게 처리하나요?,"대중교통 당국은 3호선 연산역에서의 운영 문제를 먼저 문제의 성격을 파악하여 처리합니다. 문제의 유형은 탈선, 정전, 신호 이상, 사고 등이 있을 수 있습니다. 문제가 기관사 과실인지 차량 결함인지에 따라 차량 관리 부서 또는 다른 처리 부서가 결정됩니다. 보상 문제가 포함된 경우, 영업 부서에서 처리하는 제3자 보험 청구를 통해 진행됩니다. 보험 청구 후에는 보험사 손해사정인과 협상하여 보상 범위를 결정하고 피해자와 합의에 도달합니다. 또한, 필요시 운영 보상과 관련된 법적 청구는 소송을 통해 관리됩니다."
"안녕하세요, 그러니까 부산대가 새로운 물품 보관함 같은 것들과 함께 전체 지하철 시스템에 어떻게 맞아떨어지는지 궁금해요?",부산대는 현금과 카드 결제를 모두 받을 수 있는 신형 물품 보관함이 설치된 1호선의 역 중 하나입니다.
현재 구역 분류에 따른 수영 지역의 부산시 주차 요금,"부산에서 수영은 주차 요금에 대한 2급지 구역 분류에 해당합니다. 이 구역의 요금은 다음과 같습니다: 시간제 주차는 300원 (10분당), 1일 주차는 8,000원, 월 주차 주간은 90,000원, 야간 주차는 70,000원입니다."
"울산구간, 특히 태화강을 넘어서는 추가 요금은 얼마인가요?",울산구간(월내~태화강)에서는 초기 10km를 초과할 때마다 10km마다 추가 요금이 부과됩니다.
"대중교통 정책 자문가로서, 부산의 도시철도 여행에 대한 승차권 사용 규정에 대해 설명해 주실 수 있나요?","부산교통공사의 여객운송약관에 따르면, 승객은 도시철도를 이용하기 위해 유효한 승차권을 소지해야 합니다. 또한, 승객은 요청 시 신분증 확인에 응해야 합니다."
"안녕하세요, 대사역의 분실물 센스에 대해 알려주실 수 있나요?","정규 운영 시간 외(월~금, 09:00-18:00)에는 대사역에 055-310-9609로 연락하실 수 있습니다."
부산 구서역의 운영 시간은 어떻게 되나요?,"부산 구서역의 운영 시간은 한 방향에서 05:17부터 00:21까지, 다른 방향에서 05:15부터 00:23까지입니다."
2호선의 총 역 수는 몇 개임?,2호선의 총 역 수는 43개입니다.
공공 교통 기관에서 민원응대와 관련된 첫차 및 막차 시간표에 대한 정보를 어떻게 찾을 수 있나요?,"공공 교통 기관에서 민원응대와 관련된 첫차 및 막차 시간표에 대한 정보는 '일타역무 교재 (민원응대만 발췌)', '역무실무 교재', 'SQI 조사 질의답변', 그리고 '고객서비스 로드맵(2022)' 자료에서 확인할 수 있습니다. 구체적으로 'STEPⅠ 역무일반'의 'CHAPTER1 여객운송관리' 섹션 중 '5강 첫차 막차' 부분에 관련 내용이 포함되어 있습니다."
"부산시의 대중교통 정책 자문으로서, 다양한 상황에 대한 비상 연락 프로토콜을 이해하고자 합니다. 경찰 지원이 필요한 비상 상황에 대비하여 부산지방경찰청의 구체적인 연락처를 제공해 주실 수 있나요?",경찰 지원이 필요한 비상 상황에 대비하여 부산지방경찰청의 연락처는 ☎112입니다.
"공공교통청의 재무 분석가로서, 4호선과 관련된 입금을 위한 특정 은행 계좌 번호를 제공해 주실 수 있나요? 또한, 재무 관련 질문이나 우려 사항을 해결하기 위해 이 노선 담당자의 연락처도 알려주실 수 있나요?",4호선과 관련된 입금을 위한 계좌 번호는 부산은행 101-2053-30-7801입니다. 4호선 담당자의 연락처는 051-605-0124입니다.
"메트로페이는 승객이 앱을 다운로드하고 자동 발매기나 기타 지정된 장소에서 현금 또는 계좌 이체로 충전하여 교통에 사용할 수 있는 가치를 저장하는 시스템입니다. 메트로페이 잔액 환불에 관해서는, 승객은 운임 환불 정책에 명시된 조건에 따라 메트로페이 계좌의 잔액 환불을 요청할 수 있습니다.","메트로페이는 승객이 앱을 다운로드하고 자동 발매기나 기타 지정된 장소에서 현금 또는 계좌 이체로 충전하여 교통에 사용할 수 있는 가치를 저장하는 시스템입니다. 메트로페이 잔액 환불에 관해서는, 승객은 운임 환불 정책에 명시된 조건에 따라 메트로페이 계좌의 잔액 환불을 요청할 수 있습니다."
부산진구에 있는 부산교통공사 본사와 부산진역의 연결 통로 설치 현황은 어때요?,"부산진구에 위치한 부산교통공사 본사는 범천동 861-1에 있으며, 부산진역에는 협성종합건업 사옥과 연결된 통로가 2007년에 설치 완료되었습니다."
부산 지하철 남포역 물품 보관함 정보,"부산 지하철 1호선 남포역에는 신형 물품 보관함이 설치되어 있습니다. 물품 보관함의 사이즈와 기본 가격은 다음과 같습니다: 소형 (37×27×55 cm) 2,000원, 중형 (37×37×55 cm) 3,000원, 대형 (37×57×55 cm) 4,000원, 특대형 (37×87×55 cm) 5,000원. 신형 물품 보관함의 결제는 현금과 카드 모두 가능합니다."
"공공 교통의 접근성을 평가하는 재무 분석가로서, 가야역에서 자원의 분포에 대한 자세한 정보를 제공해 주실 수 있나요? 특히 가야역에서 이용 가능한 운영 유닛의 수와 휠체어 리프트 설치 상태에 대해 알고 싶습니다.","부산 지하철 2호선 가야역에는 8개의 운영 유닛이 있습니다. 휠체어 리프트 설치와 관련하여, 가야역에는 내부 휠체어 리프트 1개와 외부 휠체어 리프트 0개가 설치되어 있습니다."
"부산에서 분실물 처리 절차는 어떻게 되며, 부산광역시경찰청은 그 과정에서 어떤 역할을 하나요?","부산에서 직원이 인계한 분실물은 15일 이내에 이관되어야 하며, 소유권 주장에 대한 사항은 부산광역시경찰청의 지침에 따라 지체 없이 관할 경찰서에 보고해야 합니다. 직원 이외의 자가 수리한 분실물에 대해서는 접수증이 발급된 경우 7일 이내에 이관되어야 합니다. 부산광역시경찰청의 개입은 분실물이 이러한 규정에 따라 처리되고 관리되도록 보장합니다."
부산 지하철의 시설 관리자として、홈페이지 시스템의 회원 등록 과정에서 휴대폰번호의 역할을 설명해 주실 수 있나요?,홈페이지 시스템의 회원 등록 과정에서 휴대폰번호는 시스템 운영 및 회원 관리를 위한 필수 항목입니다.
도시 교통 시스템에서 분실물 처리 과정에서 경찰청의 역할은 무엇인가요?,"분실물의 소유자가 습득일로부터 7일 이내에 나타나지 않으면, 해당 물품은 경찰청에 인계됩니다."
부산 지하철에서 자동충전기를 사용하여 교통카드를 충전하는 방법과 관련된 자세한 정보를 알려주세요. 어디에서 찾을 수 있으며 어떻게 작동하나요?,"부산 지하철에서 교통카드는 자동충전기를 통해 충전할 수 있습니다. 자동충전기는 교통카드 충전을 위해 제공되는 기기로, 금액을 입력한 후 결제를 진행하면 충전이 완료됩니다. 또한, 자동충전기 외에도 편의점에서 교통카드를 구매할 수 있습니다."
"안녕하세요, 서면역에서 유실물을 어디서 찾을 수 있고 경찰 순찰에 대해서도 알고 싶어요?","서면역에서는 역무안전실에 위치한 부산지하철 유실물 서비스 센터에서 유실물을 찾을 수 있습니다. 운영시간은 평일 09:00부터 18:00까지이며, 연락처는 051-640-7339 또는 051-678-6191입니다. 경찰 순찰에 대해서는 부산경찰청 범죄예방대응과 기동순찰대가 서면역 주변에서 16명의 경찰관으로 운영되고 있습니다. 이들은 08:00부터 19:00까지 주요 환승역인 서면역에서 집중 순찰을 실시하며, 지역 거점 근무도 포함하여 서면역을 포함한 다양한 구역을 순찰합니다. 연락처는 051-899-3046입니다."
Busan Metro에서 동해선 울산구간으로 환승할 때 태화강까지의 추가 운임은 어떻게 계산되나요?,"Busan Metro에서 동해선 울산구간으로 환승할 때 태화강까지의 추가 운임은 울산구간(월내~태화강)에서 10km 초과 시마다 10km당 부과되는 운임으로 계산됩니다. 어른의 경우 기본 운임 1,600원에 부산구간과 울산구간의 추가 운임(각 200원/10km) 및 시계외 운임 200원이 포함됩니다. 청소년은 기본 운임 1,050원에 추가 운임(각 150원/10km) 및 시계외 운임 150원이 부과됩니다. 어린이는 기본 운임이 무료이며, 추가 운임(부산구간 및 울산구간 각 100원/10km)과 시계외 운임 100원이 부과됩니다."
부산시의 도시철도 운영에 대한 요금 할인 정책은 무엇인가요?,"부산시에서는 65세 이상 노인, 국가유공자, 장애인, 어린이 및 5세 이하 유아에 대해 전액 또는 일부 요금 면제를 포함한 요금 할인이 제공됩니다. 또한, 부산시의 다자녀 가정 구성원은 요금의 최대 50%까지 할인받을 수 있습니다."
"안녕하세요, 제가 잃어버린 물건을 찾았고 부산광역시경찰청에 넘겨야 하는 경우, 어떻게 해야 하는지, 얼마나 시간이 있는지, 누구에게 연락해야 하는지 알려주실 수 있나요?","직원으로부터 유실물을 받은 경우, 관련 기관에 15일 이내에 인계해야 합니다. 권리주장이 있는 유실물은 지체 없이 관할 경찰서에 인계해야 합니다. 도움이 필요하시면 부산광역시경찰청 생활안전과에 7293(2023.8.9. 기준) 또는 영업처에 7989(2023.9.5. 기준)로 연락하실 수 있습니다."
"부산 도시철도 시스템에서 모바일승차권에 대한 무효 티켓 정책은 어떻게 적용되며, 다양한 구간에서 모바일승차권을 사용하는 성인의 구체적인 요금은 무엇인가요?","부산 도시철도 시스템 정책에 따르면, 모바일승차권은 할인 또는 우대승차권을 자격 없이 사용하거나, 승차권 세부사항을 변경하거나, 유효기간이 만료된 승차권을 사용하는 등의 부정 사용 사례에 대한 무효화 및 회수 규정의 예외입니다. 이는 모바일승차권이 이러한 규정에 따라 무효화되지 않음을 의미합니다."
열차에서 물품 판매 하는 거 괜찮나?,"열차에서 물품 판매는 금지된 행위로, 여객에게 불편을 끼치는 행위로 간주됩니다. 이에 따라 50만원 이하의 과태료가 부과될 수 있습니다."
"부산 지하철의 유지보수 엔지니어로서, 승객들로부터 결제 시스템에 대한 질문을 자주 받습니다. CU 매장에서 캐시비와 티머니 카드의 구체적인 환불 정책을 설명해 주실 수 있나요? 그리고 최대 환불 금액과 관련 수수료를 고려할 때, CU 매장에서의 레일플러스 카드 환불 옵션과 어떻게 비교되는지도 알려주세요.","캐시비와 티머니 카드의 경우, CU 매장에서 잔액이 30,000원까지 환불이 가능하며, 환불 수수료 500원이 공제된 후 남은 금액이 현장에서 현금으로 지급되고 카드가 반환됩니다. 반면, 레일플러스 카드의 경우 CU 매장에서 30,000원까지의 사용 금액에 대해 환불이 가능하지만, 레일플러스 카드에 대한 환불 수수료는 명시되어 있지 않습니다. 따라서 두 카드 유형 모두 CU에서 최대 동일 금액까지 환불이 가능하지만, 수수료 구조는 캐시비와 티머니 카드에 대해서만 특정 수수료가 언급되어 있어 다릅니다."
"안녕하세요, 누군가 부산 지하철에 접이식 자전거를 주중 언제든지 가져갈 수 있는지 아니면 특정 요일에 대한 제한이 있는지 알려줄 수 있나요?","네, 부산 지하철에 접이식 자전거는 주중 언제든지 가져갈 수 있습니다. 지하철 규정에 따르면, 접이식 자전거는 매일 허용되며, 일반 자전거는 휴일과 주말에만 허용됩니다."
부산 도시철도의 시설 관리자として、都市鉄道と一般バス間の乗り換えに関する運賃構造の詳細情報を提供していただけますか？年齢層ごとの料金や特定区間の追加料金も含めて教えてください。,"부산에서 도시철도와 일반버스 간의 환승 요금 구조는 다음과 같습니다: 도시철도에서 일반버스로 환승할 경우, 어른의 요금은 1,600원이며 버스에 추가 요금은 없습니다. 청소년은 1,050원, 어린이는 무료입니다. 그러나 도시철도 이용 시 2구간이 포함되면 추가 요금이 부과됩니다—어른 200원, 청소년 150원, 어린이는 추가 요금이 없습니다. 일반버스에서 도시철도로 환승할 경우, 어른은 버스에 50원, 도시철도에 1,550원을 내어 총 1,600원이 됩니다. 청소년은 버스에 250원, 도시철도에 800원을 내어 총 1,050원이 되고, 어린이는 두 곳 모두 무료입니다."
"안녕하세요, 이 우대권이 부산 지하철의 이중개표 환불 정책에 포함되는지 알려주실 수 있나요? 예를 들어, 5분 이내에 실수로 두 개의 카드를 스와이프했을 때 같은 경우요, 아니면 이 정책과는 관련이 없는 건가요?","아니요, 우대권은 부산 지하철의 이중개표 환불 정책에 포함되지 않습니다. 규정에 따르면, 이중개표에 대한 환불은 특정 조건 하에 선불 또는 후불 교통카드, 정기권, 복지교통카드와 관련된 특정 경우에만 적용되며, 우대권은 이 정책에서 명시적으로 제외됩니다."
"안녕하세요, 부산 도시철도에서 20인 이상의 단체권 할인에 대해 알려주실 수 있나요? 할인율이 얼마나 되나요?","부산 도시철도에서 20인 이상의 단체권 할인은 어른과 청소년에게는 교통카드 요금 기준으로 10% 할인을, 어린이에게는 QR 승차권 기준으로 10% 할인을 제공합니다."
"부산 구간에서 도시철도와 좌석버스, 동해선 간의 환승 요금 구조는 어떻게 되어 있나요?","도시철도와 다른 교통수단 간의 환승 요금 구조는 다음과 같이 구성되어 있습니다: 도시철도에서 좌석버스로 환승할 경우, 어른은 총 2,100원의 요금을 지불하며, 도시철도 2구간 이용 시 추가로 200원이 부과됩니다. 청소년은 1,350원을 지불하고, 어린이는 무료로 환승할 수 있습니다. 좌석버스에서 도시철도로 환승할 경우, 어른과 청소년은 각각 2,100원과 1,350원의 동일한 요금을 지불하며, 어린이는 무료입니다. 도시철도에서 부산 구간의 동해선으로 환승할 경우, 어른은 기본 요금 1,600원에 거리 기반의 추가 요금이 부과되며, 청소년은 기본 요금 1,050원에 유사한 추가 요금이 적용됩니다. 어린이는 기본 요금 650원에 추가 요금이 부과됩니다. 반대로 동해선에서 도시철도로 환승할 경우, 어른은 기본 요금 1,600원을 지불하고, 청소년은 1,050원을 지불하며, 거리 기반의 추가 요금이 적용됩니다."
벡스코에 전동휠체어 급속충전기 설치 현황은 어떻게 되나요?,"벡스코(시립미술관)에는 전동휠체어 급속충전기가 설치되어 있으며, 이는 2호선의 주요 설치 위치 중 하나입니다."
부산구간에서 도시철도에서 동해선으로 이동하는 성인에 대한 운임 구조는 무엇인가요?,"부산구간에서 도시철도에서 동해선으로 이동하는 성인의 경우, 운임 구조는 기본 운임 1,600원에 10km당 추가 운임 200원이 포함됩니다. 또한, 도시철도 2구간의 성인 운임 200원은 하차 시 별도로 부과됩니다."
"안녕하세요, 단체승차권에 대해 알려줄 수 있나요? 그리고 유효 기간은 얼마나 되며, 다른 상황에서 사용할 때 특별한 규칙이나 그런 게 있는지 궁금해요.","단체승차권은 발매 시 정한 기간까지 유효합니다. 승차권 사용에 대한 특례 규정에 따르면, 어른용 승차권을 청소년 또는 어린이가 사용하거나, 청소년용 승차권을 어린이가 사용하는 경우, 그리고 승차권 면에 표시된 구간 이내의 구간을 사용하는 경우에는 사용할 수 있습니다. 다만, 이러한 경우 여객은 운임의 차액에 대한 반환 청구나 승차하지 않은 구간에 대한 승차 청구를 할 수 없습니다."
부산 지하철 대저역의 연락처 번호는 무엇인가요?,부산 지하철 대저역의 연락처 번호는 010-3591-0625입니다.
노포차량기지의 위치는 어디인가요?,노포차량기지는 부산광역시 금정구 노포동 188-2에 위치해 있습니다.
개인정보보호법은 개인 정보 보호에 어떤 역할을 하나요?,개인정보는 개인정보보호법에 따라 보호됩니다.
운영 시간이 지난 후 대사역에서 유실물을 어디에서 찾을 수 있나요?,"운영 시간이 지난 후, 대사역에서 유실물을 찾을 수 있습니다. 도움이 필요하시면 055-310-9609로 연락하실 수 있습니다."
미니스터프에서 캐시비 카드를 살 수 있나요?,"네, 미니스톱에서 캐시비·티머니 카드를 구입할 수 있습니다. 카드 구입 시 생년월일을 등록해야 합니다."
"안녕하세요, 4호선 지도를 어디서 받을 수 있나요?",부산지하철에서 제공하는 종합노선도 섹션에서 4호선 지도를 다운로드할 수 있습니다.
"안녕하세요, 선후불교통카드와 후불교통카드가 어떻게 작동하는지, 어디에서 충전할 수 있는지, 선후불교통카드로 환불이나 할인을 받는 방법, 그리고 부산에서 아이가 많은 가족을 위한 후불교통카드에 대한 정보, 그리고 여러 카드를 사용할 때 실수로 인한 요금 환불에 대한 내용도 알고 싶어요.","선후불교통카드와 후불교통카드에 대한 자세한 정보는 제공된 내용을 기반으로 합니다. 선후불교통카드, 예를 들어 레일플러스 카드는 CU, 이마트24, 스토리웨이, 그리고 우리은행과 롯데은행의 ATM에서 충전할 수 있습니다. 사용 금액이 3만원 이하일 경우 CU와 이마트24에서 할인 및 환불이 가능합니다. 또한, 선후불교통카드로 특정 조건 하에 요금 환불이 가능합니다: 두 개 이상의 선후불교통카드를 5분 이내에 사용하면 카드당 1구간 기본운임을 환불받을 수 있으며, 선후불교통카드와 정기권을 5분 이내에 사용하면 카드당 1구간 기본운임과 추가운임(2구간)도 환불 가능합니다; 선후불교통카드와 복지교통카드를 5분 이내에 사용하면 환불이 가능하나, 선후불교통카드를 다른 교통수단으로 환승한 경우에는 환불이 불가능합니다; 환승 할인 카드와 선후불교통카드를 5분 이내에 사용하면 카드당 1구간 기본운임이 환불됩니다. 후불교통카드, 특히 다자녀가족 사랑카드는 부산에 거주하며 자녀가 3명 이상인 가정에서 발급받을 수 있으며, 막내 자녀가 19세 미만이어야 합니다. 이 카드는 가족에게 교통 혜택을 제공하기 위해 설계되었으나, 제공된 내용에서는 구체적인 사용이나 충전 세부사항은 언급되지 않았습니다."
다대포항 역의 연락처 번호는 무엇인가요?,다대포항 역의 연락처 번호는 6786-196입니다.
승차권이 무효로 간주되는 조건은 무엇인가요?,"승차권은 다음과 같은 조건에서 무효로 간주되며 회수됩니다: 할인 또는 우대승차권을 사용 자격이 없는 사람이 사용할 때; 승차권의 정보가 변조되었을 때; 유효기간이 만료된 승차권을 사용할 때; 할인 또는 우대승차권을 사용하는 여객이 신분증을 소지하지 않거나 제시를 거부할 때; 단체여객이 허용된 인원을 초과하여 승차하거나 운임을 피하기 위해 신분이나 연령을 속일 때; 비직원이 직원용 승차권을 사용할 때; 승차권이 복사 또는 기타 위조 방법으로 복제되어 사용될 때; 또는 승차권이 부정 승차의 수단으로 사용될 때. 단, 교통카드와 모바일 승차권은 이 규칙의 예외입니다."
부산 도시철도 시스템에서 정기승차권의 주요 특징과 사용 조건은 무엇인가요?,"부산 도시철도 시스템의 정기승차권은 지정된 도시철도 구간 내에서 정해진 기간 또는 횟수 동안 사용할 수 있는 승차권으로, 이후에도 계속 충전하여 사용할 수 있습니다. 이 승차권은 1일권, 3일권, 1개월권 등 다양한 종류가 있으며, 요금은 2023년 10월 6일부터 적용됩니다. 주요 조건은 다음과 같습니다: 만료된 1개월권은 운임을 보충하여 계속 사용할 수 있으며, 구입 후 1년 이내에 발생한 불량카드는 교환이 가능합니다(고객 부주의로 인한 경우 제외); 버스 환승은 불가하며; 사용 횟수 제한이 있으며(예: 일부 승차권은 최대 45회); 구입 장소는 성인과 청소년 모두 앱과 ACM에서 가능합니다; 환불 정책은 사용한 승차권은 환불이 불가하며, 미사용 QR 승차권은 메트로페이를 통해 환불되고, 미사용 카드 승차권은 ACM을 통해 현금으로 환불되며, 카드 구입 비용은 환불되지 않으며, 사용 기간이 만료된 후에는 남은 횟수도 환불되지 않습니다."
"부산 도시철도와 일반버스 간 환승 요금은 어떻게 계산되며, 어른, 청소년, 어린이 각각의 요금은 얼마인가요?","부산 도시철도와 일반버스 간 환승 요금은 다음과 같이 계산됩니다. 도시철도에서 일반버스로 환승 시, 어른은 1,600원, 청소년은 1,050원, 어린이는 무료입니다. 단, 도시철도 2구간 이용 시 추가 운임이 부과되며, 어른은 200원, 청소년은 150원, 어린이는 0원입니다. 반대로 일반버스에서 도시철도로 환승 시, 어른은 총 1,600원(일반버스 50원 + 도시철도 1,550원), 청소년은 총 1,050원(일반버스 250원 + 도시철도 800원), 어린이는 무료입니다."
부산시 교통 담당자로서 부산경찰청 범죄예방대응과의 순찰 업무에서 미남의 역할을 설명해 주실 수 있나요?,"미남은 부산경찰청 범죄예방대응과의 순찰 업무에서 중요한 장소 중 하나로, 주요 환승역에서 출·퇴근 시간대인 08:00부터 19:00까지 유동 순찰 및 거점 근무가 이루어지는 주요 지점입니다. 또한, 미남은 6권역에 속하며, 수영에서 미남까지의 지역에서 출·퇴근 시간대 외에도 가시적 순찰 활동이 진행됩니다."
"안녕하세요, 부산구간의 동해선을 이용하는 청소년의 요금이 얼마인지, 그리고 10km를 초과할 경우 추가 요금이 포함된 총 요금이 어떻게 되는지, 환승 시스템은 어떻게 작동하는지 알려주실 수 있나요?","부산구간의 동해선을 이용하고 도시철도로 환승하는 청소년의 요금 구조는 다음과 같습니다. 동해선(부산구간)의 청소년 기본 요금은 1,050원이며, 부산구간의 초기 10km를 초과할 경우 10km마다 150원의 추가 요금이 부과됩니다. 도시철도로 환승할 때, 제공된 문맥에서 이 방향에 대해 특별히 언급된 추가 환승 요금은 없으므로, 총 요금은 최소 1,050원에 부산구간에서 10km를 초과한 거리의 추가 요금(10km당 150원)을 더한 금액이 됩니다. 정확한 총액은 부산구간에서 초기 10km를 초과한 거리의 이동에 따라 달라집니다."
"고객이 T-money 카드에 대한 환불을 받으려면 어떻게 해야 하며, 문제 발생 시 연락처는 무엇인가요?","고객은 인식 가능한 T-money 카드를 소정의 환불 수수료를 공제한 후, 가맹점에서 현금으로 즉시 환불받을 수 있습니다. CU와 같은 편의점에서는 잔액이 30,000원까지 환불 가능하며, 환불 수수료는 500원입니다. 문제 발생 시 고객은 T-money 고객 서비스에 1644-0088로 연락할 수 있습니다."
"부산시의 대중교통 정책 자문위원으로서, 특정 역과 관련된 인프라 및 운영 세부 사항을 이해하는 데 관심이 있습니다. 부산 도시철도 1호선 당리역에 외부 경사로가 있는지에 대한 자세한 정보를 제공해 주실 수 있나요? 또한 제공된 지침에 따라 당리가 열차 시각 문의 또는 운영 지원을 위한 역 목록에 포함되어 있는지 확인해 주실 수 있나요?","부산 도시철도 1호선 당리역은 해당 노선의 외부 경사로가 있는 역 목록에 포함되어 있으며, 외부 경사로가 설치되어 있습니다. 또한, 당리는 부산 도시철도의 운영 지침에 따라 열차 시각 문의 또는 운영 지원을 위한 역으로 언급되어 있어, 평일 및 주말 오전 9시 이전이나 오후 6시 이후의 시각에 대한 문의는 콜센터(1544-5005)를 통해 가능합니다."
모바일 승차권 신청서는 어디에서 다운로드할 수 있나요?,모바일 승차권 신청서는 구글 플레이스토어 또는 애플 앱스토어에서 다운로드할 수 있습니다.
